gpa,attendance,financial_score,credit_hours,scholarship
2.91,79.8,63.7,48.0,Not Eligible
3.7,80.8,94.1,65.0,Not Eligible
3.65,85.2,45.5,71.0,Not Eligible
3.78,73.3,12.2,109.0,Eligible
3.88,81.3,36.4,20.0,Not Eligible
2.89,99.6,85.0,93.0,Not Eligible
3.31,68.4,12.7,72.0,Not Eligible
2.78,66.1,52.7,60.0,Not Eligible
2.7,93.7,85.7,114.0,Eligible
2.86,76.4,78.6,71.0,Not Eligible
3.49,93.9,51.2,107.0,Eligible
3.0,77.0,62.4,101.0,Eligible
3.63,60.9,28.0,42.0,Not Eligible
3.49,75.0,93.3,83.0,Not Eligible
2.04,84.4,3.1,49.0,Not Eligible
3.26,77.9,36.6,53.0,Not Eligible
2.87,78.4,39.5,116.0,Eligible
2.91,99.9,77.6,44.0,Not Eligible
3.64,81.8,47.3,119.0,Eligible
3.1,87.9,85.8,109.0,Eligible
3.77,88.8,28.4,126.0,Eligible
3.43,60.0,17.8,20.0,Not Eligible
3.11,82.1,24.7,12.0,Not Eligible
3.51,98.5,17.3,5.0,Not Eligible
2.08,90.0,34.1,121.0,Not Eligible
2.05,73.6,24.3,0.0,Not Eligible
2.17,74.6,61.7,1.0,Not Eligible
2.88,72.1,1.3,30.0,Not Eligible
2.47,85.2,50.5,81.0,Not Eligible
3.97,63.9,39.3,11.0,Not Eligible
3.08,71.6,33.2,61.0,Not Eligible
3.32,79.9,7.5,66.0,Not Eligible
2.56,81.4,72.7,81.0,Not Eligible
2.64,84.3,36.2,67.0,Not Eligible
2.67,91.9,94.0,130.0,Eligible
3.4,66.5,95.0,101.0,Eligible
2.95,69.0,57.4,27.0,Not Eligible
3.04,94.9,35.2,18.0,Not Eligible
3.18,93.2,40.0,10.0,Not Eligible
3.54,92.9,28.8,28.0,Not Eligible
2.18,68.3,68.4,1.0,Not Eligible
3.55,62.3,53.4,21.0,Not Eligible
3.13,80.9,42.2,81.0,Not Eligible
3.34,94.8,52.3,20.0,Not Eligible
2.66,69.5,12.2,55.0,Not Eligible
2.82,96.2,66.3,105.0,Eligible
2.46,65.7,51.5,115.0,Not Eligible
3.96,71.9,61.5,15.0,Not Eligible
2.99,71.9,27.8,86.0,Not Eligible
3.99,66.0,74.3,39.0,Not Eligible
2.98,94.9,47.9,69.0,Not Eligible
2.44,76.5,9.9,7.0,Not Eligible
3.01,67.6,66.9,68.0,Not Eligible
2.08,65.9,11.3,96.0,Not Eligible
3.81,76.8,5.9,5.0,Not Eligible
3.64,60.7,74.5,113.0,Eligible
3.45,64.8,47.1,91.0,Not Eligible
3.22,60.1,2.5,97.0,Not Eligible
3.16,61.0,51.3,49.0,Not Eligible
3.99,99.9,89.5,61.0,Not Eligible
2.56,78.0,9.5,54.0,Not Eligible
3.56,89.2,34.7,93.0,Not Eligible
3.16,89.5,83.0,22.0,Not Eligible
3.95,95.2,25.4,11.0,Not Eligible
3.66,64.1,10.9,85.0,Not Eligible
4.0,81.0,44.4,108.0,Eligible
3.18,72.9,86.5,25.0,Not Eligible
2.41,81.9,32.5,94.0,Not Eligible
3.01,73.3,83.6,41.0,Not Eligible
3.42,67.3,11.4,42.0,Not Eligible
3.55,86.9,40.7,23.0,Not Eligible
2.0,61.5,48.8,88.0,Not Eligible
3.01,95.8,39.5,72.0,Not Eligible
2.47,65.9,88.7,70.0,Not Eligible
3.75,84.6,31.3,16.0,Not Eligible
2.31,90.2,86.4,35.0,Not Eligible
3.33,62.9,83.3,54.0,Not Eligible
2.53,96.1,77.9,82.0,Not Eligible
2.71,74.2,25.5,74.0,Not Eligible
3.88,99.9,36.4,67.0,Not Eligible
2.48,62.8,56.2,91.0,Not Eligible
2.19,88.7,14.9,122.0,Not Eligible
2.14,66.4,43.6,119.0,Not Eligible
3.01,76.1,0.7,73.0,Not Eligible
3.28,77.7,21.9,82.0,Not Eligible
2.65,76.2,87.1,39.0,Not Eligible
3.38,73.5,1.0,43.0,Not Eligible
2.12,90.7,37.3,39.0,Not Eligible
3.71,92.8,92.9,53.0,Not Eligible
3.63,73.4,79.0,13.0,Not Eligible
3.97,79.3,14.9,57.0,Not Eligible
3.87,76.9,30.7,17.0,Not Eligible
2.71,83.7,72.9,108.0,Eligible
2.8,66.0,55.0,70.0,Not Eligible
3.49,92.2,79.7,97.0,Not Eligible
2.27,91.9,16.6,28.0,Not Eligible
2.63,83.6,36.8,45.0,Not Eligible
2.24,89.8,75.7,10.0,Not Eligible
2.91,99.5,41.3,113.0,Eligible
3.1,96.9,66.5,83.0,Not Eligible
2.42,84.5,19.6,52.0,Not Eligible
2.05,80.5,65.2,127.0,Not Eligible
3.44,81.4,17.3,26.0,Not Eligible
2.04,78.7,76.2,43.0,Not Eligible
3.95,79.2,54.2,67.0,Not Eligible
2.44,89.3,43.0,88.0,Not Eligible
3.33,99.7,7.1,72.0,Not Eligible
2.87,61.8,66.5,108.0,Eligible
2.12,69.2,19.0,29.0,Not Eligible
2.94,68.4,12.2,121.0,Eligible
3.03,93.3,15.6,78.0,Not Eligible
3.71,76.8,18.5,52.0,Not Eligible
3.46,81.0,68.5,80.0,Not Eligible
2.16,78.8,48.7,20.0,Not Eligible
2.42,94.1,46.7,66.0,Not Eligible
2.62,80.0,46.3,62.0,Not Eligible
2.23,86.7,41.2,9.0,Not Eligible
2.91,60.8,51.5,83.0,Not Eligible
3.97,86.1,16.0,62.0,Not Eligible
3.03,69.6,28.4,115.0,Eligible
3.48,94.7,10.0,116.0,Eligible
3.37,90.1,83.7,35.0,Not Eligible
3.7,64.4,100.0,91.0,Not Eligible
2.43,64.1,70.4,128.0,Not Eligible
3.51,71.7,4.8,29.0,Not Eligible
3.76,65.0,47.2,29.0,Not Eligible
2.34,89.6,0.7,8.0,Not Eligible
2.69,99.5,27.6,88.0,Not Eligible
3.94,86.2,8.0,97.0,Not Eligible
3.56,70.0,42.0,94.0,Not Eligible
2.57,82.6,43.2,114.0,Eligible
3.13,92.2,17.6,13.0,Not Eligible
2.81,98.5,82.9,68.0,Not Eligible
2.98,60.2,76.7,96.0,Not Eligible
2.71,80.9,82.7,24.0,Not Eligible
2.56,78.1,54.6,67.0,Not Eligible
3.35,76.6,0.8,120.0,Eligible
3.56,80.2,92.4,13.0,Not Eligible
3.75,76.1,91.9,45.0,Not Eligible
2.31,73.8,54.4,65.0,Not Eligible
3.65,64.6,90.4,97.0,Not Eligible
2.51,80.0,26.7,126.0,Eligible
2.85,92.8,51.7,24.0,Not Eligible
3.8,64.2,68.9,81.0,Not Eligible
2.91,89.5,50.3,62.0,Not Eligible
2.39,70.7,84.9,46.0,Not Eligible
2.32,75.2,54.2,22.0,Not Eligible
2.95,99.5,16.7,63.0,Not Eligible
3.53,87.0,82.9,56.0,Not Eligible
3.99,88.8,70.7,68.0,Not Eligible
3.57,84.1,51.3,68.0,Not Eligible
3.75,72.9,49.8,81.0,Not Eligible
3.5,87.0,69.1,126.0,Eligible
3.79,78.3,66.4,27.0,Not Eligible
2.15,93.3,26.1,42.0,Not Eligible
3.86,82.8,75.0,36.0,Not Eligible
2.79,90.8,85.5,5.0,Not Eligible
3.84,93.9,23.6,47.0,Not Eligible
2.15,92.8,45.0,102.0,Not Eligible
3.43,76.1,30.5,24.0,Not Eligible
3.47,74.8,17.8,45.0,Not Eligible
3.99,94.8,9.2,89.0,Not Eligible
3.54,65.7,82.9,118.0,Eligible
2.77,71.2,22.6,114.0,Eligible
3.11,64.8,62.8,43.0,Not Eligible
2.73,61.7,43.7,15.0,Not Eligible
2.39,84.6,50.5,9.0,Not Eligible
2.5,96.0,53.5,8.0,Not Eligible
2.44,65.2,61.8,74.0,Not Eligible
3.1,91.8,79.7,119.0,Eligible
3.81,75.2,17.7,113.0,Eligible
3.83,84.7,31.4,105.0,Eligible
2.11,90.5,11.4,90.0,Not Eligible
2.16,88.4,69.6,60.0,Not Eligible
2.49,65.5,31.3,41.0,Not Eligible
2.51,64.6,79.4,77.0,Not Eligible
2.19,97.0,72.7,56.0,Not Eligible
2.78,63.2,4.3,80.0,Not Eligible
3.18,68.7,10.2,26.0,Not Eligible
3.16,77.5,60.2,106.0,Eligible
3.09,92.8,70.2,66.0,Not Eligible
2.68,84.1,37.1,77.0,Not Eligible
3.41,82.8,19.9,104.0,Eligible
3.65,87.7,15.8,32.0,Not Eligible
2.69,92.1,24.1,47.0,Not Eligible
2.17,69.3,16.6,16.0,Not Eligible
2.59,60.8,32.1,58.0,Not Eligible
2.27,65.1,49.1,86.0,Not Eligible
2.93,66.6,67.8,56.0,Not Eligible
2.31,61.6,86.7,93.0,Not Eligible
2.93,89.9,72.5,97.0,Not Eligible
2.44,95.4,65.2,0.0,Not Eligible
3.48,88.4,78.7,76.0,Not Eligible
2.06,67.5,90.4,125.0,Not Eligible
3.11,84.3,23.0,91.0,Not Eligible
2.34,80.8,62.2,62.0,Not Eligible
2.0,92.8,3.8,58.0,Not Eligible
3.74,97.7,99.2,25.0,Not Eligible
3.34,89.7,85.8,115.0,Eligible
2.2,80.5,36.9,129.0,Not Eligible
3.33,80.4,61.5,24.0,Not Eligible
3.22,92.3,54.5,14.0,Not Eligible
2.95,64.9,84.4,39.0,Not Eligible
2.84,66.1,47.8,42.0,Not Eligible
3.77,73.7,13.1,97.0,Not Eligible
2.49,89.9,48.0,29.0,Not Eligible
2.8,62.6,11.8,73.0,Not Eligible
2.66,73.8,80.8,35.0,Not Eligible
3.54,72.7,16.6,100.0,Eligible
3.83,79.4,36.9,47.0,Not Eligible
3.7,78.5,10.6,46.0,Not Eligible
3.6,88.6,37.9,5.0,Not Eligible
3.97,85.0,96.3,9.0,Not Eligible
3.39,96.1,93.0,94.0,Not Eligible
3.5,67.2,56.3,75.0,Not Eligible
3.97,77.3,63.8,20.0,Not Eligible
2.01,76.0,35.2,124.0,Not Eligible
3.27,64.5,21.0,68.0,Not Eligible
3.48,66.6,27.8,23.0,Not Eligible
3.84,73.5,7.9,52.0,Not Eligible
3.77,89.4,44.5,66.0,Not Eligible
3.68,66.0,8.5,17.0,Not Eligible
3.89,70.6,37.2,65.0,Not Eligible
3.07,87.1,85.1,11.0,Not Eligible
2.01,83.9,39.1,45.0,Not Eligible
2.02,64.2,43.6,84.0,Not Eligible
3.09,97.7,52.7,101.0,Eligible
2.87,65.9,31.4,37.0,Not Eligible
2.9,62.5,8.2,69.0,Not Eligible
2.8,72.2,76.2,45.0,Not Eligible
3.84,61.1,24.1,130.0,Eligible
2.72,61.2,14.5,103.0,Eligible
3.71,83.1,8.7,106.0,Eligible
3.81,95.7,68.0,118.0,Eligible
3.0,76.1,1.7,80.0,Not Eligible
2.89,72.1,59.3,96.0,Not Eligible
3.52,96.6,34.8,103.0,Eligible
3.42,62.5,50.7,36.0,Not Eligible
2.66,78.9,90.7,127.0,Eligible
2.21,70.1,0.1,59.0,Not Eligible
2.53,75.3,63.5,73.0,Not Eligible
2.26,76.4,89.4,79.0,Not Eligible
2.59,81.8,24.4,67.0,Not Eligible
2.52,78.1,11.6,51.0,Not Eligible
3.28,99.5,39.0,115.0,Eligible
3.91,61.0,95.1,6.0,Not Eligible
3.37,90.3,58.4,32.0,Not Eligible
3.85,62.0,94.7,130.0,Eligible
3.57,77.2,27.0,28.0,Not Eligible
3.46,68.1,72.1,47.0,Not Eligible
2.83,97.8,27.5,104.0,Eligible
2.65,88.9,51.6,32.0,Not Eligible
3.69,78.5,90.4,100.0,Eligible
3.81,98.1,8.8,118.0,Eligible
2.9,88.9,29.6,7.0,Not Eligible
2.02,98.1,35.5,123.0,Not Eligible
3.59,88.2,5.8,64.0,Not Eligible
2.57,63.1,23.7,78.0,Not Eligible
2.02,84.7,6.3,36.0,Not Eligible
3.61,99.2,29.4,66.0,Not Eligible
3.03,68.6,2.8,105.0,Eligible
3.37,91.7,3.9,104.0,Eligible
3.83,67.4,23.5,40.0,Not Eligible
3.08,78.1,37.9,90.0,Not Eligible
3.01,63.4,39.8,109.0,Eligible
2.58,73.6,35.1,121.0,Eligible
2.61,91.0,51.4,19.0,Not Eligible
3.59,61.8,91.3,29.0,Not Eligible
2.9,72.8,45.8,95.0,Not Eligible
2.33,85.2,10.0,118.0,Not Eligible
2.19,97.9,68.2,10.0,Not Eligible
2.95,69.8,95.6,31.0,Not Eligible
2.93,66.9,19.6,117.0,Eligible
3.31,68.1,19.4,18.0,Not Eligible
2.94,69.5,25.1,77.0,Not Eligible
2.29,85.5,4.9,3.0,Not Eligible
3.02,99.9,80.6,33.0,Not Eligible
3.81,80.9,38.1,35.0,Not Eligible
2.32,70.9,77.5,2.0,Not Eligible
3.38,89.9,62.6,101.0,Eligible
3.19,66.3,11.2,94.0,Not Eligible
3.5,61.2,54.6,1.0,Not Eligible
2.3,84.2,71.6,11.0,Not Eligible
3.88,68.4,4.9,100.0,Eligible
3.24,76.0,42.1,29.0,Not Eligible
3.69,69.2,81.0,75.0,Not Eligible
2.49,96.7,98.3,123.0,Not Eligible
3.48,73.5,69.8,25.0,Not Eligible
3.56,78.0,31.0,7.0,Not Eligible
2.79,69.4,28.1,77.0,Not Eligible
2.77,63.4,58.7,41.0,Not Eligible
3.32,80.5,93.3,86.0,Not Eligible
2.19,94.7,22.8,125.0,Not Eligible
3.47,74.1,23.1,74.0,Not Eligible
2.09,91.2,51.3,89.0,Not Eligible
2.38,61.3,57.6,29.0,Not Eligible
3.33,69.4,93.7,98.0,Not Eligible
2.2,65.3,32.3,7.0,Not Eligible
3.94,76.1,42.8,114.0,Eligible
3.74,95.8,35.7,58.0,Not Eligible
3.25,74.9,73.4,37.0,Not Eligible
3.64,84.1,35.6,78.0,Not Eligible
3.78,95.9,43.5,109.0,Eligible
2.52,74.4,36.5,52.0,Not Eligible
3.7,74.6,2.8,87.0,Not Eligible
2.39,63.5,54.2,120.0,Not Eligible
2.83,74.0,39.4,101.0,Eligible
3.12,89.8,12.9,124.0,Eligible
3.43,93.8,60.1,110.0,Eligible
2.06,88.9,68.9,46.0,Not Eligible
2.58,60.3,51.2,80.0,Not Eligible
3.22,64.7,24.9,23.0,Not Eligible
2.71,89.2,53.4,118.0,Eligible
3.55,97.7,27.8,43.0,Not Eligible
3.3,87.8,15.0,67.0,Not Eligible
2.47,69.0,9.6,68.0,Not Eligible
2.29,64.3,16.9,34.0,Not Eligible
3.26,95.1,94.1,122.0,Eligible
2.9,64.0,29.0,107.0,Eligible
2.34,66.0,64.1,48.0,Not Eligible
2.65,83.9,76.4,36.0,Not Eligible
2.61,67.6,56.5,61.0,Not Eligible
2.22,69.1,50.7,125.0,Not Eligible
3.09,65.7,34.9,102.0,Eligible
3.53,97.8,20.5,49.0,Not Eligible
3.15,65.0,89.9,15.0,Not Eligible
3.65,97.3,59.9,11.0,Not Eligible
2.26,73.0,14.3,88.0,Not Eligible
2.87,92.9,74.5,34.0,Not Eligible
3.22,98.0,9.5,90.0,Not Eligible
3.35,80.8,52.0,33.0,Not Eligible
3.39,90.8,6.1,102.0,Eligible
3.46,70.6,47.6,5.0,Not Eligible
3.3,75.3,54.1,99.0,Not Eligible
2.19,82.1,50.3,34.0,Not Eligible
3.39,94.0,43.9,44.0,Not Eligible
3.45,84.8,24.4,18.0,Not Eligible
3.99,60.9,9.2,22.0,Not Eligible
3.39,72.2,62.6,62.0,Not Eligible
3.37,94.6,15.4,94.0,Not Eligible
3.03,69.6,38.1,62.0,Not Eligible
3.74,74.7,73.6,85.0,Not Eligible
3.99,75.6,60.7,38.0,Not Eligible
3.56,66.2,87.3,1.0,Not Eligible
3.23,74.0,68.1,15.0,Not Eligible
2.16,92.7,94.0,71.0,Not Eligible
3.45,94.0,21.5,47.0,Not Eligible
3.42,83.2,4.1,63.0,Not Eligible
3.55,87.1,7.9,84.0,Not Eligible
2.25,81.4,20.4,32.0,Not Eligible
3.31,61.8,5.3,62.0,Not Eligible
2.59,87.9,26.5,76.0,Not Eligible
3.52,99.9,85.3,34.0,Not Eligible
2.48,69.1,26.2,102.0,Not Eligible
3.37,99.3,81.6,99.0,Not Eligible
2.59,99.9,32.0,16.0,Not Eligible
2.02,65.7,43.8,5.0,Not Eligible
3.27,97.0,85.3,20.0,Not Eligible
2.23,87.0,49.3,86.0,Not Eligible
3.32,78.7,12.3,35.0,Not Eligible
3.85,73.8,36.0,63.0,Not Eligible
3.94,85.2,81.4,105.0,Eligible
2.47,93.7,7.1,55.0,Not Eligible
3.62,61.4,73.9,65.0,Not Eligible
2.71,81.4,73.7,8.0,Not Eligible
3.8,86.0,44.4,113.0,Eligible
3.57,61.0,2.0,3.0,Not Eligible
2.15,95.6,24.4,52.0,Not Eligible
2.81,98.1,27.4,85.0,Not Eligible
2.67,84.5,76.3,38.0,Not Eligible
3.57,64.7,53.8,77.0,Not Eligible
2.82,97.3,33.6,40.0,Not Eligible
3.37,92.2,61.6,94.0,Not Eligible
3.2,61.1,10.5,61.0,Not Eligible
3.95,83.2,99.6,76.0,Not Eligible
3.88,64.6,7.6,85.0,Not Eligible
2.86,65.6,82.3,73.0,Not Eligible
3.45,67.7,44.2,99.0,Not Eligible
3.66,75.8,88.8,60.0,Not Eligible
3.8,95.1,19.9,90.0,Not Eligible
2.14,61.2,55.1,86.0,Not Eligible
2.6,87.6,59.4,116.0,Eligible
2.64,98.6,46.5,23.0,Not Eligible
2.87,85.6,28.0,96.0,Not Eligible
2.34,92.6,81.0,66.0,Not Eligible
2.99,96.1,20.7,4.0,Not Eligible
3.33,88.6,26.1,124.0,Eligible
2.99,86.4,41.3,72.0,Not Eligible
3.33,60.7,83.0,16.0,Not Eligible
2.13,80.8,0.8,90.0,Not Eligible
3.75,78.8,89.4,69.0,Not Eligible
3.88,80.9,54.4,10.0,Not Eligible
3.24,77.3,9.5,53.0,Not Eligible
3.76,96.3,22.3,65.0,Not Eligible
2.26,95.6,7.1,124.0,Not Eligible
3.59,65.0,44.9,83.0,Not Eligible
2.24,81.3,1.9,83.0,Not Eligible
2.82,98.4,67.6,118.0,Eligible
2.65,83.9,11.9,3.0,Not Eligible
3.17,92.1,20.4,51.0,Not Eligible
2.6,74.9,1.5,61.0,Not Eligible
3.27,75.1,23.4,82.0,Not Eligible
2.73,73.0,3.8,120.0,Eligible
3.72,60.9,9.6,4.0,Not Eligible
3.27,97.0,96.2,6.0,Not Eligible
2.43,74.0,9.0,49.0,Not Eligible
2.67,74.7,78.6,86.0,Not Eligible
3.69,90.4,64.5,26.0,Not Eligible
2.77,81.1,29.3,74.0,Not Eligible
3.07,74.5,86.1,18.0,Not Eligible
3.3,95.3,47.5,44.0,Not Eligible
2.7,93.0,29.5,129.0,Eligible
2.59,99.1,79.8,34.0,Not Eligible
2.95,85.6,69.6,96.0,Not Eligible
2.43,87.6,8.0,93.0,Not Eligible
2.57,73.0,33.0,50.0,Not Eligible
2.12,64.0,66.5,58.0,Not Eligible
2.61,64.2,25.6,104.0,Eligible
2.64,85.8,61.5,8.0,Not Eligible
3.92,64.5,30.2,98.0,Not Eligible
3.18,96.3,20.7,72.0,Not Eligible
3.57,88.2,35.4,120.0,Eligible
2.09,69.0,36.1,66.0,Not Eligible
2.21,71.2,65.6,63.0,Not Eligible
3.63,88.4,59.1,115.0,Eligible
3.25,93.0,43.4,56.0,Not Eligible
2.38,93.6,74.7,67.0,Not Eligible
2.81,84.0,86.3,90.0,Not Eligible
3.08,66.2,8.2,40.0,Not Eligible
3.69,92.7,63.8,103.0,Eligible
2.12,91.7,71.3,101.0,Not Eligible
3.19,93.4,43.8,107.0,Eligible
3.43,66.3,5.7,127.0,Eligible
3.96,87.4,43.9,114.0,Eligible
3.61,98.4,87.3,86.0,Not Eligible
2.55,70.2,16.1,28.0,Not Eligible
3.42,88.7,36.4,71.0,Not Eligible
3.53,70.4,74.3,22.0,Not Eligible
3.46,72.3,87.5,84.0,Not Eligible
3.64,79.4,91.4,102.0,Eligible
3.81,95.8,77.8,26.0,Not Eligible
2.2,61.5,59.4,8.0,Not Eligible
2.21,99.6,34.9,0.0,Not Eligible
3.59,90.9,48.7,126.0,Eligible
2.5,74.4,0.8,30.0,Not Eligible
2.12,74.2,35.0,76.0,Not Eligible
2.8,79.3,72.5,35.0,Not Eligible
3.64,95.0,65.5,65.0,Not Eligible
2.25,60.7,0.8,18.0,Not Eligible
3.34,81.9,54.7,61.0,Not Eligible
2.01,62.2,0.7,122.0,Not Eligible
2.22,64.6,36.3,124.0,Not Eligible
2.7,87.6,99.1,55.0,Not Eligible
2.17,69.4,41.0,85.0,Not Eligible
3.69,61.7,89.3,83.0,Not Eligible
3.73,66.6,1.6,83.0,Not Eligible
3.51,68.3,72.0,70.0,Not Eligible
2.48,90.8,45.7,56.0,Not Eligible
3.05,85.0,54.7,23.0,Not Eligible
2.37,89.4,99.3,75.0,Not Eligible
2.56,74.8,30.5,4.0,Not Eligible
3.03,64.5,86.2,121.0,Eligible
3.47,92.2,91.6,122.0,Eligible
2.19,65.6,29.8,125.0,Not Eligible
2.59,75.3,4.7,9.0,Not Eligible
3.85,70.5,78.6,49.0,Not Eligible
2.86,71.9,93.3,92.0,Not Eligible
3.88,84.1,47.8,31.0,Not Eligible
3.98,66.6,87.5,105.0,Eligible
3.05,77.8,22.1,31.0,Not Eligible
2.58,85.5,75.7,5.0,Not Eligible
3.58,94.8,70.3,41.0,Not Eligible
2.32,74.8,52.7,53.0,Not Eligible
2.5,72.7,31.9,33.0,Not Eligible
3.57,74.7,25.1,69.0,Not Eligible
2.87,80.0,71.9,61.0,Not Eligible
2.4,72.5,57.1,130.0,Not Eligible
3.3,70.0,86.3,118.0,Eligible
3.47,75.0,82.0,114.0,Eligible
2.25,91.1,17.6,11.0,Not Eligible
2.55,70.1,21.4,41.0,Not Eligible
2.44,93.8,94.4,54.0,Not Eligible
2.76,71.4,37.6,90.0,Not Eligible
3.53,84.1,54.7,124.0,Eligible
3.43,98.8,42.3,114.0,Eligible
3.33,98.1,56.4,57.0,Not Eligible
2.01,77.4,67.5,1.0,Not Eligible
2.28,62.7,36.4,91.0,Not Eligible
2.45,96.1,33.2,101.0,Not Eligible
2.54,65.1,84.5,117.0,Eligible
2.29,96.9,61.8,8.0,Not Eligible
2.82,89.3,85.4,102.0,Eligible
2.15,97.4,86.9,36.0,Not Eligible
3.5,86.6,16.2,117.0,Eligible
3.58,99.8,80.1,71.0,Not Eligible
3.15,78.7,90.0,31.0,Not Eligible
2.18,73.2,43.9,125.0,Not Eligible
3.78,75.7,50.5,127.0,Eligible
3.93,74.0,37.5,120.0,Eligible
2.4,76.0,15.1,65.0,Not Eligible
3.41,95.4,53.4,10.0,Not Eligible
3.68,83.7,39.8,90.0,Not Eligible
3.08,89.0,82.3,115.0,Eligible
2.65,71.5,48.6,99.0,Not Eligible
2.96,99.6,95.7,85.0,Not Eligible
3.02,71.2,73.7,74.0,Not Eligible
2.8,66.4,23.3,124.0,Eligible
3.86,91.1,40.3,127.0,Eligible
3.49,93.6,61.3,84.0,Not Eligible
2.48,75.8,13.5,35.0,Not Eligible
3.17,81.6,50.8,56.0,Not Eligible
3.38,76.6,86.9,25.0,Not Eligible
2.28,71.8,17.5,27.0,Not Eligible
2.72,92.5,8.4,28.0,Not Eligible
3.81,90.3,49.7,1.0,Not Eligible
3.13,79.4,89.1,0.0,Not Eligible
2.43,78.2,70.3,104.0,Not Eligible
2.25,67.2,57.5,60.0,Not Eligible
3.04,85.5,17.5,4.0,Not Eligible
3.1,96.9,74.3,108.0,Eligible
2.67,88.8,67.4,60.0,Not Eligible
3.26,80.3,95.8,50.0,Not Eligible
2.14,61.5,12.4,4.0,Not Eligible
2.29,97.2,33.0,46.0,Not Eligible
3.09,72.3,48.3,2.0,Not Eligible
2.12,72.0,64.0,19.0,Not Eligible
3.76,78.8,47.0,65.0,Not Eligible
2.28,77.2,38.9,56.0,Not Eligible
3.35,98.5,37.0,9.0,Not Eligible
2.78,66.6,9.6,5.0,Not Eligible
2.8,87.6,40.9,84.0,Not Eligible
3.53,64.3,25.2,24.0,Not Eligible
3.0,71.1,29.1,122.0,Eligible
3.45,88.9,0.3,75.0,Not Eligible
3.01,92.2,3.6,19.0,Not Eligible
3.19,78.8,28.5,96.0,Not Eligible
3.52,91.6,19.1,101.0,Eligible
3.21,97.4,55.8,81.0,Not Eligible
3.23,97.4,51.3,94.0,Not Eligible
3.58,73.7,85.4,124.0,Eligible
3.9,72.5,6.1,25.0,Not Eligible
2.75,89.1,68.7,104.0,Eligible
3.15,86.2,90.9,54.0,Not Eligible
2.17,75.7,61.9,58.0,Not Eligible
2.72,69.1,85.0,81.0,Not Eligible
2.82,84.7,57.4,54.0,Not Eligible
3.67,77.2,77.8,6.0,Not Eligible
3.03,65.3,6.7,12.0,Not Eligible
3.46,85.6,16.6,96.0,Not Eligible
2.04,87.9,9.0,25.0,Not Eligible
2.93,74.6,91.2,46.0,Not Eligible
3.8,93.3,56.9,17.0,Not Eligible
2.45,62.9,34.2,62.0,Not Eligible
2.06,79.8,53.2,19.0,Not Eligible
2.87,98.3,0.9,124.0,Eligible
3.41,67.6,69.3,127.0,Eligible
2.91,66.9,26.3,18.0,Not Eligible
2.92,75.1,24.7,82.0,Not Eligible
3.34,70.7,24.4,112.0,Eligible
2.51,68.9,31.0,60.0,Not Eligible
3.5,98.0,66.4,2.0,Not Eligible
2.31,73.8,62.3,8.0,Not Eligible
2.79,62.4,59.5,85.0,Not Eligible
3.31,96.0,30.4,85.0,Not Eligible
3.66,77.9,74.9,84.0,Not Eligible
3.58,89.4,98.3,69.0,Not Eligible
3.44,74.7,62.8,122.0,Eligible
2.72,97.4,53.4,88.0,Not Eligible
2.24,71.5,17.4,1.0,Not Eligible
2.43,86.5,7.9,76.0,Not Eligible
3.73,93.0,22.6,91.0,Not Eligible
3.71,69.5,48.6,38.0,Not Eligible
3.9,92.1,28.6,97.0,Not Eligible
2.15,91.7,98.5,95.0,Not Eligible
3.07,98.6,61.7,31.0,Not Eligible
3.3,96.9,33.7,129.0,Eligible
3.42,75.5,73.7,61.0,Not Eligible
3.29,83.6,22.0,50.0,Not Eligible
3.54,97.0,91.0,38.0,Not Eligible
2.72,60.2,48.7,98.0,Not Eligible
2.36,85.1,51.2,9.0,Not Eligible
2.41,68.6,22.6,121.0,Not Eligible
2.02,89.6,1.7,48.0,Not Eligible
2.7,91.9,99.1,123.0,Eligible
2.18,88.5,75.1,88.0,Not Eligible
2.64,99.8,78.6,75.0,Not Eligible
3.26,79.2,33.0,114.0,Eligible
3.79,82.5,59.7,115.0,Eligible
3.68,76.4,38.4,89.0,Not Eligible
2.51,99.0,1.5,28.0,Not Eligible
2.27,96.9,79.8,10.0,Not Eligible
2.39,99.5,0.8,90.0,Not Eligible
3.94,99.4,53.9,88.0,Not Eligible
3.1,95.8,52.1,113.0,Eligible
2.37,97.2,35.5,87.0,Not Eligible
3.68,64.8,1.7,7.0,Not Eligible
2.79,66.9,62.9,94.0,Not Eligible
3.8,95.4,70.7,40.0,Not Eligible
2.52,89.1,1.0,11.0,Not Eligible
2.79,95.0,32.5,127.0,Eligible
3.01,90.8,53.5,125.0,Eligible
3.79,65.6,97.4,128.0,Eligible
3.74,96.7,55.2,25.0,Not Eligible
3.15,90.8,82.8,39.0,Not Eligible
2.44,82.8,43.9,128.0,Not Eligible
2.81,81.3,3.2,86.0,Not Eligible
3.95,83.0,32.5,48.0,Not Eligible
3.22,75.6,43.4,78.0,Not Eligible
3.56,92.1,50.6,113.0,Eligible
2.9,96.4,26.0,94.0,Not Eligible
3.06,70.1,43.8,39.0,Not Eligible
2.86,61.5,39.1,14.0,Not Eligible
3.41,68.1,15.1,81.0,Not Eligible
3.7,90.3,71.8,4.0,Not Eligible
3.01,94.7,33.1,5.0,Not Eligible
2.96,73.9,31.4,58.0,Not Eligible
2.68,66.1,7.6,95.0,Not Eligible
